Part,Change,Page
201.51, Revised, 6532, 16802, 34048
203, Supplement I amended; eff. 1-1-01, 80735
204.9, Revised, 69859
204.125, Amended, 12917
208, Authority citation revised, 75841
208.100--208.101 (Subpart G), Redesignated as 208.100--208.101 (Subpart H); interim, 14814
208.100--208.101 (Subpart H), Redesignated as (Subpart I); eff. 4-1-01, 75841
208.71--208.77 (Subpart G), Added; interim, 14814
208.71, (c) added; interim, 15052
208.77, (e) and (f) redesignated as (f) and (g); new (e) added; interim, 15052
208.81--208.86 (Subpart H), Added; eff. 4-1-01, 75841
208, Appendix E amended; interim; eff. 1-4-01, 75858
216, Added, 35206
220, OTC margin stock lists, 9207, 51519
216, Added, 35206
225, Authority citation revised, 14438, 16472
, Technical correction, 16302
225.1, (c)(9) through (13) redesignated as (c)(11) through (15); new (c)(10) added; interim, 16472
225.2, (r)(2) and (s) revised; interim, 3791
225.3 (s)(1), Introductory text revised; interim, 15055
225.4, (g) added; interim, 14442
225.24, (a)(3) removed, 14438
225.81--225.94 (Subpart I), Added; interim, 3791
225.81, (c) redesignated as (d); new (c) added; interim, 15055
225.85, Added; interim, 14438
225.86, Added; interim, 14438
225.86, (d) added; eff. 1-22-01, 80740
225.87, Added; interim, 14439
225.88, Added; interim, 14439
225.89, Added; interim, 14440
225.90, Revised; interim, 15055
225.91, Revised; interim, 15056
225.92, Revised; interim, 15056
225.93, Revised; interim, 15056
225.94, Revised; interim, 15057
