Part,Change,Page
```
12, 211.1—211.7 (Subpart A) Revised, 39980
12, 211.23 (b), (f) introductory text and (f)(5) introductory text, (i),(ii), and (iii) introductory text revised, 39986
12, 213 Appendix D amended, 8708
12, 217.4 (d) temporarily suspended in part, 25414, 41672, 48552, 50160
12, 217.161 Added, 13012
12, 220 OTC margin stock list, 4495, 18231, 30931, 45399
12, 220 Authority citation revised, 26355
12, 220.5 (c)(2) revised, 26355
12, 220.9 Heading revised; (a)(4) added, 26356
12, 220.13 Revised, 10934
12, 220 Discussion of comments, 24613
12, 220.18 Revised, 26356
12, 221 OTC margin stock list, 4495, 18231, 30931, 45399
12, 221.2 (h) revised, 10934
12, 221.2 (h) discussion of comments, 24613
12, 224 OTC margin stock list, 4495, 18231, 30931, 45399
12, 225.144 Added, 33913
12, 225.144 (a) footnote 1 correctly added; (b) corrected, 34802
12, 225 Appendix A revised, 16066
12, 226 Preemption determination; eff. 10-1-86, 25068
12, 226 Appendix I amended, 8708
12, 226 Supplement I amended, 13183
12, 227.1—227.2 (Subpart A) Heading added, 16697
12, 227.11—227.16 (Subpart B) Added, 16697
12, 227 Staff guidelines, 47036
12, 227 (Subpart B) Technical correction, 49524
12, 263.35—263.40 (Subpart D) Added, 16069
12, 265.2 (c)(33) added, 16071
12, 265.2 (f)(47) added, 40330
12, 265.2 (c)(27) revised, 45810
12, 265.2 (f)(22)(v) revised, 51837
12, 268 Revised, 18780
```
