Part,Change,Page
```csv
201.51, Revised, 176, 34065
201.52, Revised, 176, 34065
202, Supplement I amended, 12203
   , Appendix A amended, 20399
203.3, (a) and (c)(1) revised; eff. 1-1-93, 56965
203, Appendix A amended, 20400
   , Amended; eff. 1-1-93, 56965, 56967
204, Authority citation revised, 56443
204.2, (a)(1)(iii), (b)(1)(ii), (e)(6) and (i)(1)(iii)(B) revised; (b)(3)(iii) amended; (b)(3)(iv) removed; (b)(3)(v) redesignated as (b)(3)(iv); (u) added, 38427
204.2, (a)(1)(vii)(C) amended, 40598
204.3, (c)(3) and (h) revised, 38417
204.3, (a) introductory text amended; (g) revised, 38427
204.9, (a)(1) revised, 8060
204.9, (a) revised, 56443
204.129, Removed, 40598
204.133, Added, 38427
204.134, Added, 38428
204.135, Added, 38429
204.136, Added, 38429
205, Appendix B added, 20400
206, Added, 60106
207, OTC margin stock list, 2997, 15220, 33101, 48939
208, Authority citation revised, 43890, 44885, 60719, 62179, 62899
208, Temporary exceptions, 54173
208.1—208.19, Designated as subpart A; undesignated center heading removed, 44885
208.18, Regulation at 55 FR 27771 compliance date revised, 6
208.30—208.35 (Subpart B), Added, 44885
208.51—208.52 (Subpart C), Added; eff. 3-19-93, 62899
208.110, Removed, 21593
208.116—208.128, Designated as subpart E; undesignated center heading removed, 44888
208, Appendix A amended, 2012, 60719, 62182
208, Appendix A amended; interim, 43890, 62179
208, Appendix C added; eff. 3-19-93, 62900
```
