"","Part","Change","Page","FedReg_Number","Year"
"1","201","Revised","54010",45,"1980"
"2","201.1","Revised","19220",45,"1980"
"3","201.51","Revised","12774, 40108, 41629, 52144, 67055, 78624, 82624",45,"1980"
"4","201.52","Revised","12774, 40108, 41629, 52144, 67055, 78624, 82624",45,"1980"
"5","201.53","Revised","12775, 40108, 41630, 52144, 67056, 78624, 82624",45,"1980"
"6","202","Staff interpretations","16999",45,"1980"
"7","202.1104","Suspended","3567",45,"1980"
"8","202.1104","Technical correction","9259",45,"1980"
"9","203.4","(d) added","80814",45,"1980"
"10","203.5","(d) and (e) added","80814",45,"1980"
"11","204","Revised","56018",45,"1980"
"12","204","Added","19220",45,"1980"
"13","204.1","(b) and (g) amended; (k) and (l) added","19220",45,"1980"
"14","204.2","(b) revised","19220",45,"1980"
"15","204.2","(h)(1)(i)(B) and (ii)(B) revised","73015",45,"1980"
"16","204.2","(h) revised","79749",45,"1980"
"17","204.2","(b)(1)(vii) and (e)(6) amended","81537",45,"1980"
"18","204.3","(e) and (f) added","19220",45,"1980"
"19","204.3","(i) added","58100",45,"1980"
"20","204.3","(d) heading, (1) and (3) revised","73015",45,"1980"
"21","204.3","(a) introductory text, (1)(ii), and (2)(ii) amended","81537",45,"1980"
"22","204.4","(g) revised","73015",45,"1980"
"23","204.4","(b)(1)(ii), (2) introductory text, (2)(ii), and (g)(2)(iv) amended","81537",45,"1980"
"24","204.5","(f)(1) introductory text and (2) introductory text revised; (f)(3) added","17925",45,"1980"
"25","204.5","(a) introductory text and (e) amended; (d) revised","19220",45,"1980"
"26","204.5","(f) revised","37411",45,"1980"
"27","204.5","(f)(3)(i)(B) corrected","39495",45,"1980"
"28","204.5","(a)(1)(ii) and (2)(ii) amended; (f) removed","46063",45,"1980"
"29","204.5","(a)(1)(ii) and (2)(ii) revised","58821",45,"1980"
"30","204.6","(b)(1) amended","81537",45,"1980"
"31","204.120","Added","28305",45,"1980"
"32","204.121","Added","69879",45,"1980"
"33","205.2","Heading revised; (g) amended; (m) added","8263",45,"1980"
"34","205.3","(d)(4) added","66347",45,"1980"
"35","205.4","(c) and (d) redesignated as (b) and (c)","8263",45,"1980"
"36","205.5","(a)(3) revised","8263",45,"1980"
"37","205.7","(a) introductory text revised","8263",45,"1980"
"38","205.8","(a) amended","8264",45,"1980"
"39","205.9","Added","8264",45,"1980"
"40","205.9","(b)(1)(iv) amended; (b)(3) revised; (f), (g), and footnote 4a added","25383",45,"1980"
"41","205.9","(a)(3) footnote 3 amended","31706",45,"1980"
"42","205.9","(a)(3) footnote 3, (b)(1)(iv)(A) footnote 5, and (b)(1)(v) revised","66347",45,"1980"
"43","205.10","(a) added","8265",45,"1980"
"44","205.11","Added","8265",45,"1980"
"45","205.13","(b)(2)(i) amended; (b)(4) and (c)(2) revised","8266",45,"1980"
"46","205.14","Added","8266",45,"1980"
"47","205 Appendix","A amended","8267",45,"1980"
"48","206.7","Revised","65184",45,"1980"
"49","206.71","Revised","65189",45,"1980"
"50","207","OTC margin stock list","24107, 66779",45,"1980"
"51","207.111","Added","44256",45,"1980"
"52","210","Revised","68634",45,"1980"
"53","211.1–211.7","Designated as Subpart A","67058",45,"1980"
"54","211.4","(d) revised","19221",45,"1980"
"55","211.5","(c)(1)(ii) revised; (c)(1)(iii) redesignated as (c)(1)(iv); new (c)(1)(iii) added","76095",45,"1980"
"56","211.21–211.22 (Subpart B)","Added","67058",45,"1980"
"57","211.23","Added; eff. 1-3-81","81540",45,"1980"
"58","211.601","Added","67309",45,"1980"
"59","212","Revised","24389",45,"1980"
"60","217.0","(c) revised; (d) added","19221",45,"1980"
"61","217.1","(h) added","17927",45,"1980"
"62","217.1","(i) and (j) added","19221",45,"1980"
"63","217.1","(c)(1), (2), (3), (d), and (e)(2) amended","73016",45,"1980"
"64","217.4","(d) temporarily suspended in part","36054, 37686, 41124, 55693",45,"1980"
"65","217.5","(c)(2) amended","73016",45,"1980"
"66","217.7","(g) revised","13469",45,"1980"
"67","217.7","(h) added","17927",45,"1980"
"68","217.9","(b) and (h) amended","73016",45,"1980"
"69","217.156","Added","72630",45,"1980"
"70","220","OTC margin stock list","24107, 66779",45,"1980"
"71","220.2","(f) revised","53453",45,"1980"
"72","220.3","(b)(1)(i) and (ii), (e), and (g)(3) amended; (f) revised","15920",45,"1980"
"73","220.3","(d)(5) and (i) suspension rescinded","40969",45,"1980"
"74","220.4","(c)(6) revised; (c)(7) and (h)(2) amended","15920",45,"1980"
"75","220.4","(g) revised","40967",45,"1980"
"76","221","OTC margin stock list","24107, 66779",45,"1980"
"77","224","OTC margin stock list","24107",45,"1980"
"78","225.4","(a)(14) added","79750",45,"1980"
"79","225.4","(g) revised; eff. 1-3-81","81540",45,"1980"
"80","225.139","(c)(4) added; footnote 4 removed; footnotes 5 through 7 redesignated as footnotes 4 through 6","8280",45,"1980"
"81","225.139","(c)(4) corrected","11125",45,"1980"
"82","225.14","Added","49905",45,"1980"
"83","225.141","Added","54326",45,"1980"
"84","225.142","Added","61595",45,"1980"
"85","226.3","(e) amended","33599",45,"1980"
"86","226.5","(a) heading and introductory text, (b) and (c) corrected; effective date clarified","4345",45,"1980"
"87","226.5","(b)(1) amended","4345",45,"1980"
"88","226.5","(d) added","50325",45,"1980"
"89","226.5","(a) amendment and (b) through (e) compliance date deferred to 4-1-82","56796",45,"1980"
"90","226.8","(r) and (s) effective date clarified","4345",45,"1980"
"91","226.8","(n) correctly removed","33599, 35802",45,"1980"
"92","226.9","(g)(6) removal stayed","14539, 33600",45,"1980"
"93","226.4","Revised","4345",45,"1980"
"94","226.502","Correctly removed; effective date clarified","4345",45,"1980"
"95","226.502","Compliance date deferred to 4-1-82","56796",45,"1980"
"96","226.503","Removal effective date clarified","4345",45,"1980"
"97","226.503","Compliance date deferred to 4-1-82","56796",45,"1980"
"98","226.505","Removal effective date clarified","4345",45,"1980"
"99","226.505","Designation corrected","8000",45,"1980"
"100","226.505","Compliance date deferred to 4-1-82","56796",45,"1980"
"101","226.904","Removal stayed","14539, 33600",45,"1980"
"102","226","Staff interpretations","3879, 9259, 10329, 46064, 62976",45,"1980"
"103","226","Staff interpretation withdrawn","13051",45,"1980"
"104","226","Staff interpretation republished and effective date suspended","13436",45,"1980"
"105","226","Staff interpretation removal stayed","14539, 33600",45,"1980"
"106","226","Staff interpretations republished and effective date suspended","20771",45,"1980"
"107","226","Supplement I compliance date deferred to 4-1-82","56796",45,"1980"
"108","229.1","Added","17929",45,"1980"
"109","229.1--229.6 (Subpart A)","Removed; eff. 10-31-80","46065",45,"1980"
"110","229.2","(b) revised","24843",45,"1980"
"111","229.3","(a) revised","24843",45,"1980"
"112","229.3","Removed","46065",45,"1980"
"113","229.4","(a) revised","24843",45,"1980"
"114","229.4","(a) amended","37413",45,"1980"
"115","229.4","Removed","46065",45,"1980"
"116","229.6","Added","24445",45,"1980"
"117","229.6","(a) and (b)(1) revised","26319",45,"1980"
"118","229.6","(d) added","46065",45,"1980"
"119","229.11-229.15 (Subpart B)","Added","17931",45,"1980"
"120","229.11-229.15 (Subpart B)","Revised","23644",45,"1980"
"121","229.11-229.15 (Subpart B)","Removed","46337",45,"1980"
"122","229.11-229.15 (Subpart B)","Removal eff. 7-28-80","50718",45,"1980"
"123","229.14","(a)(1) and (b) amended","37415",45,"1980"
"124","229.21-229.25 (Subpart C)","Added","17934",45,"1980"
"125","229.21-229.25 (Subpart C)","Removed","46338",45,"1980"
"126","229.24","Revised","37414",45,"1980"
"127","229.24","(b)(1)(ii) corrected","39495",45,"1980"
"128","229.31-229.35 (Subpart D)","Added","22884",45,"1980"
"129","229.31-229.35 (Subpart D)","Removed","46065",45,"1980"
"130","229.33--229.34","Revised","37412",45,"1980"
"131","245","Redesignated from 32A Part 1505","44574",45,"1980"
"132","250.182","Revised","45257",45,"1980"
"133","262.3","(b)(1) revised; eff. 2-1-81","81544",45,"1980"
"134","262.25","Added; eff. 2-1-81","81542",45,"1980"
"135","265.1a","(c) amended","34869",45,"1980"
"136","265.2","(f)(48) added","24448",45,"1980"
"137","265.2","(c)(26) added","46338",45,"1980"
"138","265.2"," (h) Introductory text revised; (h)(4) added","54012",45,"1980"
